BoroCD,Shape_Area,Shape_Leng,the_geom
311,164155347.674,57224.6495172,"MULTIPOLYGON (((-73.97497264664409 40.6136681101718, -73.97489295756654 40.61318636841404, -73.97426561060169 40.6138455641883, -73.9742562569749 40.61389353282491, -73.9742285162174 40.613941461153324, -73.97418240187262 40.61398321777272, -73.97412253773133 40.61401317305548, -73.97405679374926 40.614028494502605, -73.97399319461395 40.614029893739925, -73.97394709357987 40.613795927501165, -73.97370603828792 40.61257237085645, -73.97348373564797 40.61137106069874, -73.97303089256178 40.60900510579839, -73.97299434004842 40.608814141802384, -73.97258982407092 40.606671533373586, -73.97239735541898 40.6056518901443, -73.97217742800865 40.604194711537346, -73.97235152087218 40.60334811886103, -73.97245261654382 40.602617054539785, -73.97256533709847 40.60179437302307, -73.97291116907182 40.59931580370074, -73.97296713261613 40.59890996006754, -73.97302108071091 40.598518785777216, -73.97312284633645 40.59779052143358, -73.9732398353256 40.59697881805681, -73.97408390555671 40.59688294356812, -73.9749269555482 40.59679353816283, -73.97503940429317 40.59678002695319, -73.97558819302563 40.59671920643159, -73.97650934506581 40.59661610896206, -73.97750674249224 40.59650645342064, -73.97850169178693 40.59639485313167, -73.97890571395493 40.5963527300792, -73.97942586842979 40.59629752282503, -73.9803578547387 40.59619154124377, -73.98128384672715 40.59608790122701, -73.98221115904596 40.5959870108131, -73.98314034685635 40.595884931774954, -73.98372152681179 40.59582107821716, -73.98406380249409 40.595782719451456, -73.9850613649743 40.59567091881939, -73.98520027370782 40.596398126116526, -73.98646726841895 40.595178822125746, -73.98676314924316 40.594894065627216, -73.98749136070194 40.594193981915865, -73.98873129728331 40.59300189906782, -73.99004994683105 40.591734112287895, -73.99036425110995 40.59143193167635, -73.99066311983638 40.59116716660829, -73.99147342135687 40.590449305788404, -73.99153934444449 40.59039090308128, -73.99161412376868 40.59035644544202, -73.9925574782609 40.58992167472392, -73.99286067739624 40.58978269791667, -73.99291591601808 40.589757378778835, -73.99297835954066 40.589730033452916, -73.99330854966949 40.58958389858045, -73.99421554608305 40.588868530482756, -73.99497484847483 40.588505372015874, -73.99533140797436 40.588330066781594, -73.99534566885501 40.58834501717449, -73.99548294316654 40.58828522272534, -73.99549007351672 40.58829745499158, -73.99555247167984 40.58826483929653, -73.99556316685913 40.58827707219879, -73.99513351335429 40.588480915543535, -73.99515490404112 40.588514893739465, -73.99505684996112 40.58856109783556, -73.99509949556742 40.58859250504385, -73.99552212251811 40.5883906229881, -73.99552775632826 40.588403510065696, -73.99777708135544 40.587353237551554, -73.99795639739288 40.58726950636562, -73.99796055106239 40.58727742354106, -74.00024974142515 40.586331439155956, -74.00410413271938 40.58473849320485, -74.0065776009083 40.58371613952534, -74.00970000468486 40.58292863736379, -74.01700907740155 40.58105967872383, -74.03477748143662 40.57660008580224, -74.03732162923153 40.58694697398486, -74.03465591604562 40.58868201793387, -74.0218835201533 40.60058373398132, -74.0194276088975 40.60287157834796, -74.0193934357128 40.602911761281696, -74.01923150391279 40.60310217424759, -74.01918089013519 40.60314959461074, -74.01917685113881 40.603154422300406, -74.01871382289123 40.603582075404674, -74.01869135774193 40.603607923939315, -74.01866021768471 40.60364106759185, -74.0182314505144 40.604108472503064, -74.01821458630195 40.60418195778363, -74.01817646660614 40.60425260881735, -74.01811904973299 40.60431522282668, -74.0180470260697 40.6043657351263, -74.01750868597117 40.604850497235226, -74.01746711446849 40.604965104326276, -74.01728366756804 40.60513782469659, -74.01671283875817 40.60568263485323, -74.01640553068873 40.60597592481394, -74.01549855009637 40.606841524276895, -74.01623636729718 40.60723326610034, -74.01701910154738 40.60765441697114, -74.01522379433108 40.60935638411844, -74.01348255916146 40.61103739791961, -74.01171201555734 40.61273502918753, -74.01108648104108 40.613339043699646, -74.01050403587408 40.61389661149248, -74.00992371993065 40.614456642645514, -74.00934164498157 40.61501509553724, -74.00876039994881 40.61557582344313, -74.0081768755106 40.61613318070631, -74.00759806889573 40.61669446086928, -74.00701531620906 40.61725394643709, -74.00643394992089 40.617814716901876, -74.00585319934184 40.61837047726051, -74.005226659917 40.618973154026534, -74.00459906977368 40.619576853495566, -74.00401906907375 40.62013618906904, -74.0034355710265 40.62069540384762, -74.00285701640152 40.62125364333946, -74.00227586285989 40.621814274426995, -74.00169380156665 40.62237242731962, -74.00120222368227 40.62284271235198, -74.0005298749299 40.62348993908305, -73.99994664989222 40.62405062210218, -73.99932090284946 40.62465524684654, -73.99869695233637 40.625256591137905, -73.99811614328407 40.62581570660958, -73.99753573780049 40.62637671102427, -73.99748785698758 40.62642500465497, -73.997181753414 40.6267101558363, -73.99687778419718 40.62653078256237, -73.99655273205903 40.62633990784439, -73.99621254048407 40.62616312539187, -73.99585884145698 40.62600143410356, -73.99549338169047 40.625855706581035, -73.99511806726888 40.6257266289914, -73.99473485679263 40.62561474060342, -73.99398197149371 40.62514139905055, -73.99254973616587 40.62427426827663, -73.99009356051286 40.62278895334304, -73.98785095534188 40.621435031938034, -73.98569357824182 40.620131514447586, -73.98348872630562 40.618800024262434, -73.98273635866909 40.618345979472046, -73.9812863830633 40.61747090542098, -73.97905795856794 40.6161258365952, -73.97682678945127 40.614776401903576, -73.97497264664409 40.6136681101718)))"
301,135751987.713,51986.1328691,"MULTIPOLYGON (((-73.94031836959768 40.73319484179992, -73.94036959697362 40.7327670135863, -73.93966003960504 40.731486814560526, -73.93752479628304 40.72981523246458, -73.93442537989591 40.72881778944313, -73.93182484632952 40.728482073154325, -73.92921295018954 40.727779982315504, -73.92913994128578 40.72774454321001, -73.9290837094531 40.72771641721503, -73.92780120515334 40.7264944758859, -73.92722485839732 40.72533279785853, -73.92653850981335 40.72406520086192, -73.92534378298296 40.721637982465964, -73.92417994181544 40.720019995821055, -73.92427812427114 40.718536118889645, -73.92312683417494 40.71702366070936, -73.92283177836151 40.7166360308023, -73.92271117629188 40.716477591538634, -73.92273875723602 40.71615785672427, -73.9243268715038 40.71556819492713, -73.9240590973705 40.714111559644905, -73.92404011334023 40.714008312628906, -73.92313936349358 40.71339472809092, -73.92223466477621 40.712855954362894, -73.92181880372804 40.71178206795012, -73.92154601695684 40.71104328353482, -73.92122073526369 40.71079055855645, -73.92112020108577 40.71073540731256, -73.92074853115804 40.71053364895872, -73.92189184698694 40.70939609671081, -73.92233696952104 40.70900625991388, -73.92286218864422 40.70854549752538, -73.923062441265 40.708368969165846, -73.9238514837559 40.707676298063255, -73.92416905009897 40.70739444962705, -73.92490706712074 40.70674439452777, -73.92513762220635 40.70653890477996, -73.92589616569815 40.70587680706739, -73.92608930093012 40.70567970116221, -73.92657799347872 40.705556338148796, -73.92810932203481 40.704963939697905, -73.92873773197101 40.7047169507641, -73.92979994234433 40.7043045299944, -73.930236889214 40.70413113158989, -73.93115533924303 40.703772334870166, -73.9317287171702 40.703545991123825, -73.93269784924969 40.703170390719954, -73.93352262665657 40.70284898187313, -73.93395092972543 40.70267459269787, -73.9353365296369 40.70231482583856, -73.93698074060913 40.701910277659515, -73.93729063450607 40.7018284448406, -73.93737897862363 40.701805131096705, -73.9375289602972 40.70176555303482, -73.93765493353419 40.701732312398384, -73.9381159247671 40.70161066784727, -73.93827139529674 40.70156964232264, -73.93836519608853 40.701544890348394, -73.93886864126148 40.70142767247872, -73.9395100827194 40.70127978124808, -73.93982495738383 40.70120879864581, -73.94001711989944 40.701166147669454, -73.94020563904944 40.7011243056465, -73.94042057874316 40.70107659829493, -73.94193078882275 40.700725234193236, -73.94438788596533 40.700424523279985, -73.94461766111529 40.70040530041982, -73.9463155753173 40.700214952761804, -73.94712762146801 40.70012281038156, -73.94724808771964 40.70010490924673, -73.9481322539088 40.700006272816346, -73.94979379282618 40.69982331442323, -73.95009094715486 40.69979059273515, -73.95101112102586 40.69967798589663, -73.95137278648201 40.69963372409871, -73.95153738930428 40.699613579348, -73.95177257901098 40.69958479492668, -73.95195162310942 40.6995628820225, -73.95216084033507 40.69953727484402, -73.95254800177942 40.69949477663857, -73.95337000736592 40.69940454065291, -73.9542905338426 40.69929535377406, -73.95518370886958 40.69919290241297, -73.956074562506 40.69909000196755, -73.95701993189441 40.69897391434983, -73.95795938220982 40.698820003215815, -73.95885874693442 40.698677326416465, -73.96019688923502 40.69846272743884, -73.96105100700007 40.69832607881908, -73.96189837824244 40.698188332531515, -73.9623307288082 40.69811959432469, -73.96235903319057 40.69811509173981, -73.96239769090475 40.69810894523505, -73.96248295842689 40.69809538425196, -73.96283963716343 40.698038668339834, -73.96236579985019 40.699605585851735, -73.96217978089173 40.70022071010158, -73.96251930393697 40.70047268146486, -73.96318252095776 40.701000094872036, -73.96386889390853 40.70154188921108, -73.96451844809182 40.7020749782678, -73.96520438968129 40.70262274481404, -73.96587418643432 40.70315769549403, -73.9660741357412 40.703320152941124, -73.96653747183724 40.7036966129153, -73.96720962042622 40.7042557091533, -73.96761547790786 40.704961635386915, -73.9679513912622 40.70573121706133, -73.9683893374683 40.706829186747086, -73.9692929641454 40.70709333109572, -73.96962252184912 40.70762758855522, -73.96984864823537 40.70800304168769, -73.9699408812565 40.709310230903355, -73.96960817478096 40.71016491810073, -73.96959883962865 40.71028696594519, -73.96967860303879 40.71033741043991, -73.96998284859458 40.71039717502972, -73.97008829539718 40.71047232276783, -73.97000287097184 40.710536673468035, -73.9699313997425 40.71053093863217, -73.96984349884599 40.71053091563858, -73.9696771733621 40.71050823200972, -73.96962435873444 40.71066977930212, -73.96972983027739 40.710692446350905, -73.9698041847714 40.710744947402745, -73.96978116840721 40.71080359692746, -73.96968512805626 40.71085811177139, -73.96941326778168 40.710948596250915, -73.96938078092356 40.711015476292395, -73.96981749607805 40.71121214017461, -73.96980126032649 40.71123065870767, -73.96970468020999 40.71122026592236, -73.96965522430769 40.71119357489056, -73.96954839822047 40.711171936535216, -73.96931312578167 40.71109984046011, -73.96928198314718 40.71118318572019, -73.96923173337326 40.71124846193107, -73.96928734856986 40.71127786001418, -73.96923038702671 40.71143941370965, -73.96914245238771 40.711463085023794, -73.96909386245211 40.71156830843034, -73.96907799891603 40.711628126218955, -73.96888473220869 40.71217685873075, -73.968863746628 40.71223408781383, -73.96881124862372 40.7122543338137, -73.96886220535725 40.71227634356602, -73.9688309598128 40.712398470992504, -73.96893744381913 40.712430335261686, -73.96891951556519 40.712476754159326, -73.96890597263099 40.712506776530255, -73.96889595072828 40.71252831427433, -73.96887248523551 40.71257874393896, -73.96884041595125 40.71262737956897, -73.96883197798039 40.71264017567564, -73.96881607240624 40.71268527097035, -73.96879580997505 40.71273703885378, -73.96873958212076 40.71272276068742, -73.96872927908804 40.71272014379828, -73.96872432113696 40.712730240977436, -73.96867997513394 40.71284926990259, -73.96854774020359 40.71281678571838, -73.96849857554909 40.712804464738845, -73.96846973347043 40.712824709346144, -73.96847298005662 40.7128534277089, -73.96845231690251 40.71292318664504, -73.9684682748161 40.71292679334951, -73.96856767224719 40.71294926378505, -73.96849927445857 40.71310284084995, -73.96884229116301 40.71322392552437, -73.96839125213918 40.71426191817142, -73.96800830687351 40.71512072330346, -73.96765448249141 40.71586910922279, -73.96736391699473 40.71648367905524, -73.9672923533354 40.7165155726189, -73.96724404348976 40.716585349916336, -73.96726331381643 40.71666616718579, -73.9671135428993 40.716897539103954, -73.96715159998936 40.71691927317972, -73.96726798422098 40.716985740955785, -73.9667684172985 40.71770540351883, -73.96659690332694 40.71796798088764, -73.96718343289848 40.71827592102775, -73.96719282692986 40.718265144524786, -73.96730741540469 40.71831306668176, -73.96723013304984 40.71841466834044, -73.96718243697296 40.71848305630176, -73.96706867755188 40.71843903629405, -73.96709096267308 40.71840576680828, -73.96715101172607 40.718316125932425, -73.96656241897496 40.71801586680623, -73.96655430740991 40.71803720335114, -73.96653986343499 40.71803403390171, -73.96653117565202 40.71803212659606, -73.96651881782778 40.718050984349226, -73.96635278582251 40.71830437392149, -73.96625931488349 40.71825999617724, -73.96624200755943 40.71825177876983, -73.96619320724926 40.71829934928019, -73.96607597913048 40.71839732805699, -73.96610775679653 40.71842326169363, -73.96613319545358 40.71844402274069, -73.96614672505456 40.71850187139518, -73.96587893532671 40.7187550776864, -73.96634259840091 40.71901874243014, -73.96637067914172 40.71898970835105, -73.96662993360881 40.719132428363466, -73.96654344630548 40.71922294246947, -73.96631897806776 40.7191084200085, -73.96636503305282 40.719056330784156, -73.96585847175177 40.718773228346464, -73.96570636336054 40.71891490263678, -73.96570332142312 40.71891811422531, -73.96563350220066 40.7189337161207, -73.96552577399207 40.71890089271247, -73.96515385976039 40.71926968304737, -73.96528401324451 40.71936086098301, -73.96528849280119 40.7193639996086, -73.96539613438644 40.719564879254186, -73.96554693084715 40.71965919869085, -73.96538515805555 40.71995427278233, -73.96537431061745 40.7200936325643, -73.96513713562288 40.720343594754176, -73.96501325438082 40.72029027259393, -73.96490548737293 40.720327129365685, -73.96456213748054 40.7201230700196, -73.96446386180368 40.720064662999896, -73.96438190823221 40.72013942466023, -73.96435606197412 40.72016300359888, -73.96446581250284 40.720224775844926, -73.96447993459569 40.720232723486376, -73.96439765915919 40.720296735531775, -73.96468283641279 40.72047045735994, -73.96459314030822 40.720544844211716, -73.9643509064015 40.72040403237191, -73.96408769213924 40.72075552952245, -73.96504914549368 40.72135734425177, -73.96489422097993 40.72147512037965, -73.9639979372449 40.72093843757016, -73.96355958424277 40.72153948696584, -73.96353855414516 40.72157337851436, -73.96343759552926 40.72155909516232, -73.96341522820944 40.7215816274453, -73.96296566403045 40.722034476620316, -73.96275665488727 40.7223990151263, -73.96225346320189 40.723532297546235, -73.96223504964354 40.723570258762635, -73.96207271943885 40.72388030040294, -73.96246790011057 40.72413157960126, -73.96247195112905 40.72417498927349, -73.96244340911427 40.724199785481346, -73.96239043044633 40.72419356718676, -73.96236596823378 40.724209061614026, -73.96200744865075 40.723991901607974, -73.96190256180037 40.72409828997855, -73.96189426778245 40.72410670210129, -73.96165984301376 40.72486045396045, -73.96211461566836 40.72514806339889, -73.9619023964316 40.72532050030853, -73.96176070350812 40.725228791608174, -73.96161518901998 40.72586556307425, -73.96165280828099 40.726203926231086, -73.96161717029824 40.72666142199124, -73.96149920105341 40.72675109062268, -73.9614182688696 40.7273561797049, -73.96114159312467 40.72810372540455, -73.9610513088934 40.72846638151083, -73.96101148031282 40.72851935184513, -73.96099640841656 40.728769125583284, -73.96106107750413 40.72877671682553, -73.96107076838578 40.72921950919189, -73.96114030095046 40.72941632886307, -73.9611950241206 40.72941634731773, -73.96121771697025 40.729529707315336, -73.96134881243236 40.73016195052158, -73.961290901186 40.73016193106852, -73.96128413823062 40.730161928794864, -73.96130143673088 40.7302529429247, -73.96143187611801 40.73096517114505, -73.96171614578095 40.73156991744368, -73.9618255748588 40.731607799026314, -73.96190947783955 40.73165137399766, -73.96212128302155 40.732373723331165, -73.96226340489365 40.73291555162372, -73.96236043096485 40.73291330082977, -73.96285045581617 40.732875574671816, -73.96332992178779 40.73283805163724, -73.96334075296294 40.732845876564134, -73.96352590754229 40.73283580335482, -73.9635354646893 40.73285896993881, -73.96356164365196 40.732857926996665, -73.96356976262945 40.73290341284864, -73.9635784629941 40.73290422810438, -73.96358173415437 40.7329213761485, -73.96359229359368 40.7329211692417, -73.96359023000723 40.732930914612126, -73.96368110606447 40.732930044194745, -73.96366650731548 40.73280802818064, -73.96403778642195 40.73276995353883, -73.9640560541333 40.732773690057996, -73.96407170374698 40.73279135357757, -73.96409321083227 40.73293196144255, -73.964083712379 40.73294579633849, -73.9640650787189 40.73295776213788, -73.96372429971946 40.73299052365903, -73.96365485419992 40.732997266984995, -73.9636561165229 40.73300217071711, -73.9635798305615 40.73300707675322, -73.96357714398678 40.73300424922854, -73.96354131486406 40.73300586004971, -73.96353984912876 40.73300968086554, -73.9627548646985 40.73307663827325, -73.96235726653528 40.73311009772151, -73.9623563368034 40.7331080102047, -73.96230391870556 40.7331136609822, -73.9623406226022 40.73338922613052, -73.96230837696731 40.73353232476638, -73.96235505955244 40.733713260621464, -73.96232467894639 40.73390776034581, -73.96244683186815 40.735655444847424, -73.96247809367098 40.73680198290819, -73.9570598777079 40.73916659443488, -73.9550865054565 40.73939993674258, -73.95390670881909 40.73942074024298, -73.95274851176016 40.73926249050354, -73.95267129794118 40.739257950159946, -73.95260236720874 40.739246413586535, -73.95254005862446 40.739228261068625, -73.95245443077786 40.739204713086345, -73.95075119228991 40.73869497641561, -73.95044067998356 40.73859661561334, -73.94680755125286 40.73744566862492, -73.94216327264375 40.73567823603958, -73.94036816451391 40.73326938876144, -73.94031836959768 40.73319484179992)))"
412,267333570.293,65933.8510894,"MULTIPOLYGON (((-73.75318399386082 40.712055175614786, -73.75245965550116 40.71031656365063, -73.75184269862764 40.70882292095349, -73.75139828668512 40.70774871955264, -73.75121246970107 40.707306579575466, -73.7507743590373 40.70632183690291, -73.75047058182913 40.70563993053245, -73.75015522936582 40.70494458052423, -73.74985523061854 40.70427769174579, -73.74955607983732 40.70361345106731, -73.74925013986056 40.70292800599448, -73.74895094683303 40.70226556510388, -73.74864286360182 40.701586939352474, -73.74832880870702 40.70088721005964, -73.74804073698617 40.70023943368487, -73.74773012181822 40.699553136331744, -73.7474186788917 40.6988590284412, -73.74712436881622 40.69819803467056, -73.74681909191878 40.697525452167085, -73.74649367299452 40.696799873840085, -73.74618157950404 40.69612192598296, -73.74569733395253 40.69501276321795, -73.74533098490075 40.69419605745469, -73.74487923239992 40.69320718198171, -73.7448461056506 40.6931390561153, -73.74487951537543 40.6930930777136, -73.74510485066989 40.69278293485158, -73.74624345579949 40.69127944485095, -73.74728617701528 40.689737172602484, -73.74755175366457 40.68934733615314, -73.74856993094478 40.687803738207066, -73.74884601444393 40.68744748426503, -73.74944546764216 40.68667202206129, -73.75008991197319 40.68592344585755, -73.75025615853961 40.685613109947866, -73.75103020622572 40.68422286736816, -73.75125793472985 40.683734125931466, -73.75154215522466 40.68304604216519, -73.75180409215659 40.682403323490675, -73.75225828685599 40.68149141097145, -73.75247059869305 40.68118051436778, -73.75268290987269 40.68086961686077, -73.7532105791824 40.68015428817299, -73.75323817195327 40.68011688600806, -73.75328690045679 40.68005114483295, -73.75345604286929 40.679822956357235, -73.75372596084017 40.679457427866055, -73.7539939515554 40.67909450721561, -73.75417857011907 40.678844485787586, -73.75484909670742 40.67792883788481, -73.75523457805716 40.67728840924484, -73.75549392468196 40.6766296731838, -73.75562236539574 40.67625847347716, -73.7556364696883 40.67621517858179, -73.7557616922747 40.67588590942046, -73.75581771153195 40.675752742228745, -73.75606229081953 40.67419685993161, -73.75618233858913 40.67337238313013, -73.75636239259674 40.67242923711026, -73.75646388360386 40.67168400256985, -73.7564837456172 40.671489866373136, -73.75646127228327 40.67109403158374, -73.7564247873451 40.67063356409671, -73.75640621302145 40.67037291492024, -73.75643734357959 40.66966637874348, -73.7566845479625 40.66875852213522, -73.7567160246846 40.66856252687516, -73.75699533361606 40.66774126806178, -73.75731692780398 40.66704031588033, -73.7576312961815 40.66645115660701, -73.75791893000512 40.66601256111831, -73.75795643730851 40.66595540339816, -73.75804195752474 40.66597022563712, -73.75902827673448 40.66608040328854, -73.76076851843706 40.666271979866984, -73.761680122184 40.66637232435279, -73.7619665775738 40.66640385392514, -73.7625834331271 40.666471748383316, -73.76286157160473 40.666502359937084, -73.76347802256032 40.66657020436471, -73.76440339212904 40.666672041530155, -73.76544266287213 40.66678640281272, -73.76620963379771 40.66687819626123, -73.76699023485045 40.66697161511219, -73.7701748204814 40.66731546376321, -73.77108845288572 40.66738935411872, -73.77153290591122 40.66740533950484, -73.77188000349929 40.66742494763455, -73.7722939722367 40.667446813034296, -73.77343586751275 40.66745992711604, -73.77445107675578 40.66747157651858, -73.77520695241851 40.66745552449021, -73.77527409198113 40.66745409781647, -73.77615398060925 40.6674354051217, -73.77697713998879 40.66739072129862, -73.77769214435594 40.667351902913445, -73.7784156101092 40.66730352196535, -73.77896866271547 40.667266534489904, -73.77921310930537 40.66725018219635, -73.77966243393819 40.66722013182361, -73.78031667239236 40.66717637182624, -73.78161689872202 40.667075522248204, -73.78241224284466 40.667028986688806, -73.78366480515835 40.66692427703836, -73.78441088562225 40.6668569048781, -73.78506899604254 40.66678510465056, -73.78590758247032 40.66669360915353, -73.78630415826206 40.666651220507745, -73.78687875843673 40.66658980956775, -73.78691868554158 40.66658554186309, -73.78752809522214 40.66652940513425, -73.78814160929693 40.66647859042469, -73.78948089661392 40.66636765162162, -73.79002993744842 40.66632769837169, -73.79305980869576 40.66619320408158, -73.79383124735564 40.66618057664319, -73.79494770919763 40.66616228309179, -73.7952869811172 40.666157700822154, -73.79587396605343 40.66615642009072, -73.79637860153966 40.66616427589364, -73.79698690826993 40.66617115888213, -73.79753117118464 40.66618372628896, -73.7981196220981 40.666202176715856, -73.79866844851014 40.66621939214408, -73.79930873030789 40.666239089162914, -73.79982705736835 40.66625623697153, -73.80000839100582 40.6662633605444, -73.80026400837309 40.6662733954771, -73.80152846825284 40.66631677381652, -73.80160579231371 40.666319185413016, -73.80168266553363 40.6663223525709, -73.80166776757214 40.66637296267055, -73.80155565335492 40.66675336394323, -73.80153052669341 40.6668371594929, -73.80141266307578 40.6673584096966, -73.80134286803295 40.6677737973438, -73.8012471086125 40.66850013463675, -73.8012061659771 40.66894442355065, -73.80117909108151 40.669100265711975, -73.80116000865918 40.6698004209725, -73.80113236148254 40.670548667617034, -73.80113430132053 40.67129446162585, -73.80113697261623 40.671358529388314, -73.8011423813821 40.67148794259647, -73.8011553859723 40.67179912084383, -73.80115934931574 40.67189388971802, -73.8011723431707 40.67220503174342, -73.80119461615126 40.67242246460555, -73.80130166462119 40.67312152223206, -73.80140210650889 40.67356131937721, -73.80156450583127 40.674047948580565, -73.80158716637172 40.674115849654825, -73.80168194759874 40.674383848457296, -73.80202521779665 40.67511427321615, -73.80238906440171 40.67588847868, -73.80267769542516 40.676497966904044, -73.80307520428957 40.677345601239814, -73.80323027653603 40.67768105700573, -73.80410226589215 40.67942455015389, -73.80428288236166 40.679817356228384, -73.80464517030194 40.680579889746625, -73.80492976319614 40.68117697416996, -73.80522682856068 40.68179814988132, -73.80551811187087 40.68240821040137, -73.80576840257389 40.68293239125141, -73.80606202731062 40.68355436045983, -73.8066060873639 40.684681145783834, -73.80709063332455 40.685630310783786, -73.8073362180269 40.68612544699003, -73.80787469619212 40.68709833779374, -73.8080734242245 40.687452823756, -73.80857655170814 40.68833088979792, -73.80874358572363 40.68862588459381, -73.80892417145985 40.688944809204045, -73.8091446130455 40.68933103023044, -73.8091842520077 40.689400478969425, -73.80954787530305 40.6900375461245, -73.80972326740789 40.6903463441451, -73.80995601250667 40.690756112657795, -73.81024426178661 40.69126358681542, -73.8106329831089 40.691947382576714, -73.81075433184695 40.69215870156316, -73.81102158733421 40.69262288748577, -73.81139791342198 40.69332231362564, -73.81172663232407 40.69391929861565, -73.811769901511 40.69399390483745, -73.81202952197008 40.69444763044563, -73.8120913555956 40.69455962052092, -73.81224188530172 40.694832235646146, -73.81245208000917 40.695198124553464, -73.81299801697693 40.69611206258896, -73.81315381582611 40.6963693587456, -73.81338900459056 40.69675775423722, -73.81361850720995 40.69713673853057, -73.8136563435579 40.697201051185964, -73.81369419842846 40.69726679588487, -73.81407050392225 40.697887129810695, -73.81415191796789 40.69803997013891, -73.81430922813038 40.6983353320576, -73.8144154878534 40.69851897336359, -73.81466945918766 40.698970712290894, -73.81492343333261 40.699422440076376, -73.81498727124784 40.699548830899346, -73.81513940235457 40.699850008894835, -73.81537190731052 40.700310310891545, -73.81540728114821 40.70038033787935, -73.8154625225467 40.70049286445592, -73.81551777557661 40.700605391525286, -73.81593702970403 40.701505117147946, -73.81613853900221 40.70193756955709, -73.81637824492984 40.70245196446864, -73.81658976868626 40.70291543632445, -73.81669961247347 40.703156093908035, -73.81696670394379 40.703741284682906, -73.81709738756452 40.70402980158765, -73.8170276811827 40.70403349937246, -73.81640046728415 40.70408335260355, -73.81524272683332 40.7042024395624, -73.81443931865432 40.704402150563475, -73.81278059530038 40.704873963006044, -73.8119043625633 40.70512394017842, -73.81058877703514 40.70549607182883, -73.80968985396044 40.705746255483405, -73.80900071050496 40.70594887389978, -73.80849333056203 40.70608674600472, -73.80658872717079 40.70663391001031, -73.80449987465973 40.70722779106116, -73.80278721401616 40.70771580305754, -73.80185728181613 40.70797987522792, -73.80107699789636 40.70820173087495, -73.80022185193383 40.708445801513605, -73.79930425351388 40.708698231648285, -73.7989815214528 40.70880099260833, -73.79818392407682 40.709024392778026, -73.7977681020019 40.709143188342935, -73.79731400763595 40.70927019875658, -73.79639418103827 40.70953157941336, -73.79561668961856 40.70975307917504, -73.79473052352927 40.710012461966, -73.79389610026827 40.710352329375034, -73.79303800052352 40.71071107542541, -73.79202854650666 40.71106937169858, -73.79101410711799 40.71143258509632, -73.79021544241648 40.71171704467681, -73.78941412124799 40.7119975320016, -73.78928335067766 40.712031728648505, -73.78914879648279 40.71205688563863, -73.78901209587958 40.712072709100724, -73.78899417166954 40.7121148915723, -73.78896963539516 40.712155101041226, -73.78893885167082 40.712192739967136, -73.7889022779545 40.71222724900874, -73.78886045775012 40.712258115336226, -73.7888140123808 40.71228488004226, -73.7887636322946 40.71230714565094, -73.78871006615257 40.712324581288044, -73.78865410996374 40.71233692785406, -73.78859659525565 40.712344001874726, -73.78852705860128 40.71228733899954, -73.78852695276784 40.712287249345444, -73.78852688106296 40.71228715858137, -73.788472590292 40.7122186927214, -73.78847246025276 40.71221852998082, -73.78847239009707 40.71221836735025, -73.78843795803536 40.71214190451688, -73.78843787582689 40.71214172427377, -73.78843784101018 40.7121415260248, -73.78842556031945 40.71206214117081, -73.78842553693944 40.71206201598482, -73.78842554909392 40.71206186288706, -73.78843481183715 40.71198468760898, -73.78784678479981 40.711810833167576, -73.78742040690555 40.711847678460124, -73.78699598708205 40.71190160924419, -73.78657528693576 40.71197249327792, -73.78616005924945 40.71206007134258, -73.78575198481906 40.712163952600875, -73.78535272199113 40.71228361652993, -73.78446144564873 40.71249390498168, -73.78356075735772 40.71271078835549, -73.78262547451314 40.71293754849092, -73.78247043241805 40.71297658102795, -73.78236650031008 40.713002743196846, -73.78227126570467 40.71302513007276, -73.78178273970796 40.71313999319806, -73.78058892867715 40.71342817566376, -73.7804203415348 40.713468709653434, -73.77998005247838 40.71357457127817, -73.77972553639614 40.71363577002172, -73.77886957432062 40.71384929712561, -73.7780011969989 40.71405112363016, -73.77730633862923 40.71420931681867, -73.77712346972156 40.714261994085135, -73.77618628293993 40.71448557420493, -73.77571458374825 40.71459845492164, -73.77529927897515 40.71469631405262, -73.77444238227285 40.71490504313021, -73.77357135168404 40.7151200953687, -73.77275859288649 40.7153972209513, -73.77192122073139 40.71568504445429, -73.77110410717523 40.71597506275231, -73.77007984747927 40.71632720242451, -73.76922535780011 40.71662658799396, -73.76913914032882 40.716656798585355, -73.76906210743242 40.71668376795468, -73.76870435006329 40.71680902922942, -73.76817990663035 40.7169952203388, -73.76733228152936 40.71728979681193, -73.76664095177631 40.71764661366309, -73.76539794528497 40.718356032343024, -73.76446951789775 40.718890392377844, -73.76360774204382 40.71928214155358, -73.76276615413146 40.71963876086763, -73.76240333764011 40.71980858141079, -73.7619699488974 40.720003610034645, -73.76113827190004 40.72032917718568, -73.7603062318787 40.72064664382386, -73.75950094150228 40.721027372276815, -73.75944143007067 40.7210634437545, -73.7591950058442 40.72073580755049, -73.75832728672914 40.71958208986653, -73.75725671509139 40.71813860166257, -73.75588878021782 40.71629864413136, -73.75470078416906 40.71471005282073, -73.7540754097358 40.71390469472645, -73.75404784021067 40.71387753991471, -73.75401024530721 40.713834900877075, -73.75370834623058 40.713324636237125, -73.75360661855721 40.7130711226606, -73.75357512198673 40.71299229615356, -73.75318399386082 40.712055175614786)))"
