the_geom,Shape_Leng,BoroName,BoroCode,Shape_Area
"MULTIPOLYGON (((-74.05581438861887 40.64970879790644, -74.05619414135846 40.63927748304835, -74.05623556634045 40.638139395640685, -74.05630148788677 40.637058572747684, -74.05646822584012 40.63174669054746, -74.05661769631568 40.62728407055004, -74.05534110428691 40.62513123369626, -74.05352244692254 40.62209079628901, -74.05235184918668 40.62013362230884, -74.04996267761109 40.61625667425281, -74.04906155737653 40.61482391679312, -74.0480655585538 40.6132402237555, -74.04748925511035 40.61232383201062, -74.04644311547098 40.61075134623525, -74.04388942485573 40.60691293977062, -74.04384055466234 40.60684005229505, -74.04378815867082 40.606760637869655, -74.04204281531865 40.60409766569782, -74.04139303595913 40.60310619833127, -74.03787623561931 40.589201152798886, -74.03732162923153 40.58694697398486, -74.03477748143662 40.57660008580224, -74.03523774038663 40.57285954498283, -74.03792632289657 40.559191463386, -74.03843830274667 40.55674457225449, -74.08967352580326 40.52907768912312, -74.11267135794702 40.51638490834069, -74.11582903685492 40.512451905741806, -74.13043668687894 40.49271401415128, -74.16155369914587 40.48608307625555, -74.20135902788708 40.487400274308754, -74.21918599603214 40.488134370548224, -74.23488360703698 40.490710681678465, -74.24443849234976 40.492277691906054, -74.25702151226695 40.49414563829132, -74.25874354354175 40.49704148672901, -74.25874565719512 40.50009951350714, -74.25874745984156 40.50270602360979, -74.25797605114816 40.50779251425824, -74.25850081725457 40.50810821260526, -74.25816973908871 40.50886107373052, -74.25718627053094 40.51075883849033, -74.25480998185382 40.515343800860165, -74.25441676320246 40.51571905126461, -74.24606886636688 40.52095150312918, -74.24609770471172 40.52161425163748, -74.24646176975536 40.52477113969676, -74.24646663387522 40.52481332777161, -74.24647889041466 40.524850431159145, -74.24872958150935 40.53275347632531, -74.25020554484419 40.53962964085906, -74.25060899553208 40.5418508924424, -74.2492121406837 40.54506531720518, -74.24741487224904 40.54920068898238, -74.23921087822707 40.553763864025036, -74.23169304873944 40.55845726378758, -74.2290803794367 40.55822739459981, -74.21839814670275 40.55699650612369, -74.21678980948614 40.558669175139045, -74.21527838461533 40.560240958139445, -74.20896842251206 40.57656302789741, -74.2082953549893 40.57905224287229, -74.20629826653764 40.588541421181915, -74.20368825253404 40.59269105218513, -74.19952011304316 40.59753860597438, -74.19940829427699 40.60020116521077, -74.20381233197925 40.6059606945425, -74.2031280973266 40.61410903543468, -74.20186318783018 40.61855716367963, -74.20373777321852 40.62422687988886, -74.20348902435094 40.62505054856075, -74.20244094598947 40.62852077111393, -74.20224710449818 40.6309031552131, -74.20046907598687 40.63263017375198, -74.19704621937291 40.63577858610601, -74.19701681733751 40.63580563427875, -74.1969957438038 40.63583428818042, -74.19570115953175 40.63759460456259, -74.18967941910907 40.64318914815335, -74.18834161814708 40.64426633292195, -74.18676736827275 40.64524937802675, -74.18562306664826 40.646008937282566, -74.18138890970066 40.646477218991, -74.17759484677318 40.64604900877203, -74.17061809793442 40.6452908306477, -74.16146036005293 40.64429496976488, -74.15798759540647 40.643861788966056, -74.14325446128314 40.642149558285624, -74.14228775044478 40.642227993530284, -74.14214231625145 40.64223979266932, -74.14207333499166 40.642245388432094, -74.14200915419914 40.642256697652506, -74.13391260319526 40.643683224690506, -74.13002143214037 40.643815446594914, -74.12556919766072 40.64402313742644, -74.12067478780273 40.64545614996639, -74.10997660524883 40.64801116691155, -74.10503930427048 40.648080727182446, -74.10025933537145 40.64814786945803, -74.09374670261535 40.648239028360244, -74.09125365426218 40.649444718790406, -74.08680605289474 40.65159542939053, -74.07156992553936 40.65181222855284, -74.0557974835737 40.65191856079845, -74.05581438861887 40.64970879790644)))",210579.574809,Staten Island,5,2532695224.95
"MULTIPOLYGON (((-73.86477258283533 40.90201244187379, -73.86305085664794 40.901508084038824, -73.86279850645585 40.901535521720916, -73.86266208666815 40.901459187896975, -73.86245772627262 40.90135839651443, -73.86224439595217 40.90126770653593, -73.86202342518334 40.90118777618778, -73.86179626006735 40.90111912279087, -73.86156438385048 40.901062122834695, -73.86134100834322 40.90111157030147, -73.86109329992779 40.901032075282075, -73.86088138507569 40.9009640758507, -73.86078380097729 40.900933044861524, -73.86068622778849 40.900902013802735, -73.86050354628266 40.90084609261489, -73.86027030967338 40.90077469541301, -73.86019317333923 40.900750258216576, -73.86010706911128 40.9007219820542, -73.85946778766896 40.90051720977026, -73.85939698647378 40.9006061094728, -73.85932418496395 40.90069752739856, -73.85907692341151 40.901007992598096, -73.85923576234528 40.90109861313443, -73.8594198409143 40.90139312450991, -73.85938315348042 40.90154039122173, -73.85937696525158 40.90156521766175, -73.85928099683116 40.90155550137729, -73.85920552023913 40.90154786365852, -73.85902704152117 40.90144491025605, -73.85886401316354 40.90171169504957, -73.8592890319392 40.90186911201422, -73.85938576889035 40.90190494139616, -73.85946389958119 40.901933877633596, -73.85949851165284 40.902101605003786, -73.859532014425 40.90224311162688, -73.8595788301439 40.90244084327477, -73.85926432541987 40.902669479393985, -73.85917899567964 40.902656078449915, -73.8591049877187 40.902644455434896, -73.85903604892461 40.9025834964471, -73.85896148071942 40.902517864715925, -73.8587282483335 40.90228897107278, -73.85840075352176 40.902213255799026, -73.85816000004854 40.90230571020271, -73.85816460299459 40.90259586106149, -73.85796932328364 40.90285090768765, -73.85774747458852 40.90278754691996, -73.85755967657754 40.90291779545604, -73.85711090546211 40.90364953269676, -73.85717176302553 40.90408206543628, -73.85699157413097 40.90458420906402, -73.85704144184271 40.90464056793044, -73.85710151444523 40.90470845788315, -73.85718621391001 40.9046920172064, -73.85735935300335 40.90473096098826, -73.85743457618351 40.90484154319787, -73.85717766075966 40.90528654166146, -73.8570502273363 40.90529153575649, -73.85680038348669 40.90514224817862, -73.8567314667074 40.90510106987294, -73.85665436888904 40.905055000783136, -73.85636081366783 40.905102154058184, -73.85601023389269 40.9053059836269, -73.85601160905586 40.90548208344151, -73.8563554520587 40.90552811792499, -73.85642386943027 40.905544740794724, -73.85650251760606 40.90556384879658, -73.85692398180078 40.90597417011104, -73.85681013638538 40.90615582832599, -73.85655732545021 40.90626203234349, -73.8559562264427 40.906218503235834, -73.85588044261225 40.90624143036863, -73.85580463795947 40.906264364126535, -73.85552697739078 40.90638025145913, -73.85513792149328 40.90686688914183, -73.85423776686882 40.907032868254376, -73.8537410363087 40.907787916233, -73.85383360999587 40.907974349819604, -73.8542290536687 40.90801858904682, -73.85471078339769 40.90800630944042, -73.8547558195293 40.90808399273462, -73.85479372803466 40.90815833218803, -73.85491109673742 40.90835486933163, -73.85458940588242 40.90893949929832, -73.85391646095104 40.90946560394526, -73.85377507893071 40.90953155524113, -73.85360061720283 40.909606741450794, -73.85335351931097 40.9100431407529, -73.85295618487677 40.91035304418008, -73.85276991580503 40.910406007563466, -73.8525847475041 40.91031061706408, -73.85266035892214 40.91001519315819, -73.85245653383642 40.90986050907143, -73.85227451682843 40.90985409914146, -73.85178316950147 40.91016063065201, -73.85149242502591 40.91027164049965, -73.85144753968937 40.91044967170535, -73.85107116183943 40.910371519719384, -73.85164380654422 40.90969908461143, -73.85207287938331 40.90919708276397, -73.85234744960755 40.90886284159342, -73.85304970849123 40.90803592690219, -73.85347522399945 40.90753029302411, -73.85257767317114 40.90720019121028, -73.85228059711376 40.90708126662587, -73.85142507782352 40.906780174959096, -73.85092059362833 40.906616494489555, -73.85040148926625 40.90721817000393, -73.85017317552095 40.90750786565138, -73.84933641457044 40.90712531426613, -73.84863913264239 40.90680652266975, -73.84708032914374 40.90615673253034, -73.84623270427181 40.905898671761705, -73.84538061117219 40.905655807585426, -73.84481886984896 40.90552995017723, -73.84492921919707 40.90466300376882, -73.84489264975376 40.90419086729963, -73.84441319532976 40.90417132954641, -73.84339559934394 40.90417112506118, -73.84237543779476 40.90416640477631, -73.8413868930466 40.904172741533976, -73.84113152789418 40.9035037283971, -73.84106272953227 40.90321411632907, -73.84102047408854 40.90281413598012, -73.84086546181516 40.901862433762915, -73.84084087508725 40.90178333475279, -73.84081190033858 40.90170509570531, -73.84077858945818 40.901627856692365, -73.84074100208264 40.90155175602407, -73.84069920550745 40.901476929923454, -73.84065327457559 40.90140351235262, -73.84004474701781 40.90057495718928, -73.83924604741745 40.89950115455172, -73.83921744856532 40.89942651282909, -73.83919486676001 40.89935069273555, -73.83917838507122 40.89927397325344, -73.83916806412245 40.89919663667346, -73.83916394186812 40.899118967555914, -73.83916603361172 40.89904125154439, -73.8391743315002 40.89896377474039, -73.83918880498005 40.8988868222183, -73.83920940077523 40.89881067712242, -73.83923604308357 40.89873561962522, -73.83966433211717 40.897885515608245, -73.83964812813 40.89733053534064, -73.83896625945873 40.89559320646653, -73.83839199189745 40.89406700804901, -73.83804277286059 40.89414233088522, -73.83737956188598 40.89392474110708, -73.83630541825231 40.89359916538109, -73.83525790570019 40.89339164405573, -73.83356849769021 40.89280642584273, -73.83267808677589 40.892601826335806, -73.83184501062838 40.892354279018136, -73.83095773979018 40.89203015890013, -73.83007965312716 40.891788232825554, -73.82890564227353 40.89143945033777, -73.82866341151 40.891367484888164, -73.82796933607834 40.89114527510574, -73.82722429784302 40.89091023355181, -73.82520822808502 40.890344350352464, -73.82391571094583 40.8899746254429, -73.82366848120547 40.88990374079789, -73.8226770878014 40.88961946907134, -73.8224862041306 40.890098054906886, -73.82326489879229 40.88998702106102, -73.8233660134129 40.89107513570743, -73.8228533507269 40.8912068290962, -73.82061223613347 40.8906132883957, -73.81957464109927 40.89031509696322, -73.81948724444082 40.890289980360265, -73.81940651728583 40.89026043427459, -73.81827738100141 40.889847131030976, -73.81760626847584 40.88967702429623, -73.81661400947549 40.88943342750536, -73.81601699492106 40.88932383384297, -73.81574261438452 40.889197336904225, -73.81533047562158 40.88908250573217, -73.81524197143693 40.889060148590765, -73.81516854859295 40.88903776225944, -73.81365108430228 40.88867845007442, -73.8124290412083 40.888379212283056, -73.81126834832969 40.88809890647543, -73.80989822384734 40.88774054250961, -73.80943273248714 40.887638406430604, -73.80872106080291 40.88748059837692, -73.80755944192755 40.88710889160094, -73.80637968629034 40.88682937968486, -73.80483870768133 40.88647396460167, -73.80452615015592 40.88640924834346, -73.80423761725199 40.88634168188348, -73.80290946487276 40.886030680839255, -73.80192449949934 40.88571296802429, -73.79930206278304 40.88506905485868, -73.79772783147484 40.8846481300682, -73.79732759318279 40.884541061167965, -73.79628181547989 40.884290883021364, -73.79486901056275 40.88391531783669, -73.79405517396096 40.883699966781045, -73.79385527209226 40.88364331083091, -73.79300652649339 40.88335873688039, -73.78287270894607 40.88050006942407, -73.77787855819426 40.87912280409811, -73.74516110260144 40.87145070830322, -73.75439238504441 40.856552870741666, -73.76472195128491 40.84373200104096, -73.7747239053215 40.8313121381351, -73.7751150010178 40.83086872251159, -73.77895751354407 40.81171319271113, -73.77955573788908 40.81124714102798, -73.7826761967837 40.80538577085191, -73.78474510346776 40.80259161534858, -73.78731570934586 40.800853277798026, -73.78791783864519 40.80036209981092, -73.7900200244699 40.8002303958855, -73.79354649436172 40.80039477680412, -73.79362906933848 40.8003962980392, -73.79370965939952 40.800375327570315, -73.7997453237631 40.80219889876745, -73.80454265107596 40.80355381441374, -73.8112998373544 40.80539727924098, -73.81741799088005 40.80579036349293, -73.82324381300123 40.8048245653774, -73.8275413245244 40.80386435869602, -73.83040449232713 40.803199191269634, -73.8304762117856 40.80318046627312, -73.8305479318847 40.803161733526764, -73.83060205708537 40.80314153500377, -73.83081953094234 40.8030603760433, -73.83540689516165 40.80219900096992, -73.84409447984069 40.801062037624334, -73.84541454807948 40.80105674118628, -73.84666972814034 40.80105169363428, -73.85307212690249 40.80011348135233, -73.85463199172558 40.79972430139415, -73.86296518139766 40.797670164103316, -73.86711790962813 40.79374195431802, -73.87020732971231 40.79090914796444, -73.87097263727193 40.789057134903885, -73.87094746392428 40.78895375382259, -73.87097658689119 40.78887765672916, -73.87096652102478 40.78874201342425, -73.87094904776112 40.78860680519622, -73.87092419733068 40.78847226562048, -73.87089201270749 40.78833862711594, -73.87085254953452 40.78820612054353, -73.87080132263131 40.78806324191973, -73.87079045085792 40.78803026895852, -73.87078574028733 40.78799646544593, -73.87078728312017 40.787962493090305, -73.87079504914584 40.787929016904144, -73.87080888633459 40.787896692186365, -73.87107316744445 40.78757484075275, -73.87122538791158 40.787445417181445, -73.8713739882531 40.78727091432557, -73.87148752146939 40.78705256647365, -73.87163065373362 40.78679790584309, -73.87187562144997 40.786623508954094, -73.87210572329084 40.78646881763944, -73.87224806110342 40.78642874043701, -73.87226518997507 40.78642391877737, -73.87247298679297 40.78630300728305, -73.87268454327935 40.78615392699082, -73.87278847069518 40.786077976353134, -73.87287195903875 40.78597502780474, -73.87288496983653 40.78596263321597, -73.872981211824 40.78589445246432, -73.8730876168903 40.78585495228081, -73.87320234380408 40.78582496939346, -73.87328576346556 40.78581238416275, -73.8733546108211 40.78578868932799, -73.87342763286719 40.78576182995938, -73.8735145252476 40.785750091699825, -73.87368934717472 40.78575523990445, -73.87386380733415 40.78576521531803, -73.87403767510051 40.78578000475368, -73.87421072063118 40.7857995886607, -73.8743560336906 40.78580981377504, -73.87459603197473 40.78583621959874, -73.87483701229392 40.785856820810174, -73.87507873168389 40.78587159663847, -73.87532094643458 40.78588053218614, -73.87556341233616 40.785883618444075, -73.87580588492534 40.785880852300565, -73.8760481197321 40.78587223654455, -73.87628987252633 40.78585777986274, -73.8765308995643 40.78583749683086, -73.87677095783457 40.78581140789895, -73.87697326903188 40.785777714145226, -73.87717340723877 40.78573721136936, -73.87737097597883 40.7856899798086, -73.87756558386815 40.78563611302999, -73.87775684539098 40.785575717744884, -73.87794438166381 40.78550891359745, -73.8781278211861 40.78543583292753, -73.8783068005765 40.78535662050845, -73.88522186783517 40.78663048719542, -73.88537442211033 40.78666912679849, -73.88577029372408 40.786677867135225, -73.88596200181816 40.786752519987395, -73.88612955538457 40.78670799325218, -73.88631726172089 40.78673287062173, -73.88659282770269 40.786738175412644, -73.88692199786375 40.78673311425428, -73.88715316484884 40.78682618202994, -73.88727783418734 40.78680667324876, -73.88770126372616 40.78687227407068, -73.88830725732264 40.78700634478622, -73.8885654196703 40.787160950338276, -73.88905212443196 40.78737256025807, -73.88940460873123 40.78779128057774, -73.88952254829917 40.78805882469776, -73.88961097109143 40.78819999050628, -73.88979724086116 40.78865239269234, -73.88987049744132 40.78889549848747, -73.88988482197044 40.78900996593517, -73.89012684970683 40.789636279993054, -73.89030135565059 40.789876727335326, -73.8905697157514 40.7901076357103, -73.89079999909833 40.790207576198505, -73.89091952963915 40.79022555427781, -73.89115649564147 40.79017385620762, -73.8914045286992 40.79019391879749, -73.89160587115369 40.79016070095318, -73.89177016603499 40.79022204326939, -73.89197448927155 40.79023627373903, -73.89210433910314 40.79032333694011, -73.89218182984939 40.79039426960897, -73.8998688874523 40.79244947295622, -73.91239963408823 40.79607025601128, -73.91372255973513 40.79678943926123, -73.91512767444794 40.79736294850815, -73.9161694719898 40.79783071842481, -73.91880394070586 40.79887972972227, -73.91889092663729 40.79891589459696, -73.91895581706108 40.798946917777364, -73.91904978763807 40.798993935687, -73.91912380270122 40.799032455554794, -73.92024068158875 40.799613687870284, -73.92044066980385 40.79980415649062, -73.92078133924376 40.80027500944937, -73.92095645330456 40.80059881472774, -73.92132730778515 40.8012845916314, -73.92168826973968 40.80158572330159, -73.92203765969164 40.80187719757266, -73.92259611000345 40.80218820082915, -73.92292710065784 40.80237329464287, -73.9235869911209 40.80251572482175, -73.92422706841158 40.802545011358106, -73.92665794788489 40.80240980391467, -73.92700359465054 40.8025119509424, -73.92762788658794 40.8026956659841, -73.92750834950365 40.802933233711535, -73.9273124842436 40.80321177048067, -73.9274368990251 40.80327744169371, -73.92728271943602 40.80350826441703, -73.92764500352521 40.803988633348645, -73.92766050067097 40.804007252900576, -73.9279317402624 40.80399946251372, -73.92810959635482 40.80401293433778, -73.92836718794597 40.80403270916181, -73.92841624365296 40.80410062168211, -73.92848299256801 40.80419302957564, -73.9287260748983 40.80410362522727, -73.93005458890526 40.80590234732316, -73.93031950058739 40.80619014519648, -73.93053645059675 40.80647027744552, -73.93051758839178 40.806590563566786, -73.93116268129252 40.80712829627943, -73.93176476876219 40.807769692970986, -73.9318105081344 40.8078184179509, -73.93184564493043 40.80785584548141, -73.93187509626284 40.8078894507489, -73.93191956757516 40.80793713410435, -73.93228261982843 40.80836397312039, -73.93252708785978 40.808823281775354, -73.93264257181461 40.809382864526704, -73.93262095288841 40.80977074127124, -73.93259434647315 40.81005355686679, -73.93282288760696 40.81011361733351, -73.93283250633542 40.8101161520569, -73.9328639708333 40.810124436885914, -73.93287412001965 40.81041404342898, -73.93278688085368 40.81049446019911, -73.93269089766969 40.81058293257903, -73.93267921899456 40.810799135187075, -73.9325650330202 40.810885975692244, -73.93261684657111 40.81146749639334, -73.93263229255197 40.811904622263214, -73.93247701797054 40.813423608337544, -73.93243119381557 40.81401683388993, -73.932428399467 40.81406068631583, -73.93242632001915 40.81411751895916, -73.93242307661161 40.814151715175996, -73.93241767276572 40.81420870568821, -73.93237568884734 40.814651574300306, -73.93236564182574 40.815032965377284, -73.93236209265817 40.81534211782559, -73.9323406284529 40.81721181929945, -73.93233582201997 40.81763040538415, -73.93238745042837 40.81942438714824, -73.93238847621996 40.819460027887494, -73.93238971325029 40.819502847336764, -73.93238181702401 40.8195531963407, -73.93237498504206 40.8195906971847, -73.9324287473727 40.82044714079782, -73.93245923880339 40.82112061214108, -73.93246603585042 40.82157743497618, -73.93251180889138 40.822138816420406, -73.93254883578308 40.82259921675289, -73.9325786278701 40.823040711045856, -73.93261139068629 40.823487619575666, -73.93266867628323 40.824078350882935, -73.93270505627297 40.82455972450299, -73.93272841961672 40.82491254295721, -73.93273054155667 40.8249843477511, -73.93273844041308 40.82512551093436, -73.93277004780502 40.82522682136695, -73.93279848032006 40.82544729190979, -73.93281954048412 40.825609892942545, -73.9329594037359 40.82692344776957, -73.93298275135794 40.827224406746495, -73.9330076056631 40.82753571320438, -73.93305881749963 40.82808624381213, -73.93307251134269 40.82815615253917, -73.93308540348288 40.82822567432042, -73.93332562839956 40.83002868376561, -73.93341936721271 40.83077435096889, -73.93347556906211 40.8312214105751, -73.93354606747043 40.831509452998866, -73.93360592036706 40.83278953052076, -73.93357044802292 40.83289219258095, -73.93356395741964 40.832942736021245, -73.9335639085739 40.8329916533309, -73.9335380799096 40.83305849207664, -73.93350033328781 40.83312346509849, -73.93347901192456 40.83325291815266, -73.93346555917124 40.833382979465156, -73.93346000359816 40.83351337326425, -73.93346235703143 40.83364382307171, -73.93319931381825 40.834770395874244, -73.93317633707268 40.83494357433002, -73.93314306709262 40.835194127616454, -73.93299639001609 40.83567878918869, -73.9326562035398 40.83647347652592, -73.9323556421868 40.836993335628385, -73.9318666017278 40.837640056250336, -73.93150395434274 40.83832068900748, -73.93095819832959 40.83925414741597, -73.93086414417793 40.839353368868, -73.93081468528484 40.83942834514659, -73.93076945055623 40.839570177661216, -73.93075007959844 40.83961582263347, -73.93071570388959 40.839638630289734, -73.9306598019076 40.83971523229948, -73.93059094800807 40.83985868154748, -73.93055441793372 40.83988801039715, -73.93051572386132 40.83993364218423, -73.93050705627856 40.84001027406935, -73.93043184038572 40.840231705387914, -73.93048324520994 40.840460061069656, -73.93039907687995 40.840610259030974, -73.93036686159226 40.84062002280752, -73.92985714744461 40.84156744845548, -73.92958939508141 40.84208354857712, -73.92957870884571 40.842276669099874, -73.92938012588215 40.842467145624376, -73.92919408007184 40.84281841573953, -73.929184586731 40.84320375764766, -73.92861574822354 40.84467686502996, -73.92827454706793 40.84497576115695, -73.92811925349237 40.84531720381846, -73.92808209373634 40.8453915973361, -73.92804748401839 40.84546459595454, -73.92786869810769 40.84559772170259, -73.92767073346569 40.84603348248417, -73.92763424726976 40.84601878419657, -73.92759209751692 40.84605233651537, -73.9275482844683 40.846087215063505, -73.9274601310171 40.846194776328986, -73.92742141536043 40.84625508392973, -73.9273912595109 40.846341483681606, -73.92736757060926 40.846405060897325, -73.9273418451992 40.846463641438405, -73.92730194498628 40.84650686737611, -73.92727798063599 40.84654803560341, -73.92722479611926 40.846589656805904, -73.92715519824232 40.846650830188324, -73.92701961382042 40.8468176577978, -73.92693545954475 40.846924144673366, -73.92687934828867 40.84703950657225, -73.92688167671488 40.847103401544814, -73.92685912332021 40.84719293647744, -73.92685127602485 40.84722409105582, -73.92683023216796 40.84728976018854, -73.92677400548408 40.84732556266245, -73.92675777037108 40.84733590112465, -73.92669933467506 40.84735187055037, -73.92662687440178 40.84739268650032, -73.92656608820775 40.84750982319214, -73.92651699739676 40.84756484084799, -73.9264585532804 40.847648254298946, -73.9264141327071 40.847731669964766, -73.92630425930264 40.84787010144139, -73.92619439250464 40.84796061152666, -73.92611024127821 40.84802094989982, -73.92603310172107 40.848072415298674, -73.92597932956903 40.848162928631304, -73.92593957895801 40.84827119285762, -73.92586477100217 40.84836170519099, -73.92577127033299 40.84842204283259, -73.92521955529817 40.84908224673764, -73.92465379930397 40.8497850430105, -73.92445273249699 40.85009207742261, -73.9242240509072 40.85056887655123, -73.92408865819112 40.85073735017449, -73.92384778945828 40.85118260871599, -73.92394789501428 40.85122178511911, -73.92351769305398 40.85183582047405, -73.92331810341263 40.852129787962006, -73.92256178946535 40.8531889115273, -73.92174035403008 40.85422123784047, -73.92154971856314 40.85453029974141, -73.92108769700317 40.855166205233886, -73.92099167869164 40.855304536093136, -73.92002002142904 40.856270720530546, -73.9195662094469 40.85684018368812, -73.91902369125216 40.85739653841373, -73.91829123397562 40.858155015413466, -73.91710643669245 40.85970633504559, -73.9166791538076 40.860269203503194, -73.91611624341962 40.860911150973216, -73.91481817405302 40.8618990889829, -73.91477109675183 40.86194630764659, -73.91474323884555 40.86193359048395, -73.91470028509576 40.8619531125439, -73.91467162929153 40.861981337604966, -73.91463437531924 40.86202041984023, -73.91461143815256 40.8620529945004, -73.91461141304539 40.86207254895882, -73.91462116355156 40.86209669073475, -73.91429082589089 40.86242801771809, -73.91422918067761 40.86248855665968, -73.91335966741549 40.863647939271246, -73.91104891169694 40.86630644197109, -73.91031786188897 40.8675361242071, -73.90986176493799 40.86794331561692, -73.90966694847722 40.86841704009265, -73.90949664378591 40.86883115613831, -73.9092746410747 40.86955413238313, -73.90893714929898 40.87101984030883, -73.90864943177583 40.8713857838033, -73.90893235241587 40.87215734797062, -73.9087204639138 40.87222866558932, -73.90846367912539 40.872620791704556, -73.90774270784561 40.872845952111575, -73.90746489794311 40.87354735423639, -73.90708792684956 40.874325983406166, -73.90691694520311 40.87505586276135, -73.90665099539478 40.8757525041926, -73.90682004112354 40.87658552510473, -73.90682822856839 40.87663155188877, -73.90685372865127 40.8766636760295, -73.90692586434854 40.87675454730287, -73.90703748936711 40.87689516070808, -73.90765281705261 40.87742802285939, -73.90835569750124 40.87791831468978, -73.9090623603834 40.878486782812054, -73.90949832117468 40.87877673218171, -73.91033193566423 40.87903804730722, -73.91148913190445 40.87901885880953, -73.91205830030307 40.878119319546066, -73.91250172915477 40.87790124435411, -73.91484624156446 40.876666709773914, -73.91571027699659 40.87579545505263, -73.91574314674745 40.87576089549051, -73.91578515638106 40.87571694506481, -73.91726028337294 40.87580900358055, -73.91733338910987 40.87580205921552, -73.9174010088779 40.87578690477585, -73.91747364858442 40.87576225015319, -73.91768907138149 40.87568068405772, -73.91775669395919 40.87566362786067, -73.91778922572918 40.87567695469195, -73.91783922540307 40.87573780491176, -73.91791929605574 40.87577777133683, -73.91799187227187 40.875804428896465, -73.91808452265238 40.87579499314253, -73.91824974232539 40.87581791550582, -73.91825972376212 40.875844530046635, -73.918279740037 40.87585594582047, -73.91829727535904 40.87584835638898, -73.91832983833733 40.875836976331954, -73.9190832635702 40.87606488182629, -73.91978381299063 40.8764214361064, -73.9197755685451 40.8764975538752, -73.91987703581991 40.87650888691837, -73.91992137179287 40.87654506189144, -73.9199433211953 40.87654683041257, -73.91996893879951 40.87654889530822, -73.92002897662496 40.876592647123616, -73.92006899608734 40.87662688315555, -73.92005645945062 40.87665692050946, -73.92005393038463 40.876662981237224, -73.92007143601633 40.876680098269986, -73.92008028496991 40.8766801043983, -73.92011149643466 40.87668012600825, -73.92015400826155 40.876723866294014, -73.92025638965015 40.87695199027707, -73.92157710424071 40.87813654211924, -73.9216063031333 40.87815710157662, -73.9216328627697 40.87818479368988, -73.92169203715561 40.87825098420307, -73.92182211843595 40.878351796066774, -73.92206723651886 40.878572414802925, -73.92213444062936 40.8786098637857, -73.92222979565118 40.87864549699417, -73.92240799295817 40.87868309074967, -73.9224079751692 40.878698333791526, -73.9224297328053 40.878697713171604, -73.92248829959357 40.878706644791144, -73.92248992860418 40.8787447549434, -73.92253523106848 40.87876657586887, -73.92258529781746 40.87877611168334, -73.92267879929852 40.878866813834094, -73.92273788287528 40.87890544542788, -73.92279794451153 40.87893209156761, -73.9228730387099 40.878951146550435, -73.92295065367482 40.878954998811984, -73.92304082223714 40.87893035390738, -73.92309319848665 40.878905555934686, -73.92312345789988 40.87892280780932, -73.92316350671507 40.87893423607077, -73.92318603906143 40.87893615245192, -73.92324363509948 40.87893048897117, -73.92325917223425 40.87892107129651, -73.92326869161509 40.87891530111006, -73.92330375396061 40.878907722741104, -73.92359172553192 40.87895215883011, -73.92362973950414 40.878963943243285, -73.92374935501215 40.87898403659947, -73.92379441368139 40.87899356958502, -73.92382697877537 40.878980286602456, -73.92390209942485 40.8789765357404, -73.92394215253245 40.87898416381815, -73.92396967812256 40.8789993854722, -73.92398718755096 40.87901460085817, -73.92403725620422 40.879022235498944, -73.92405728895878 40.87902034880844, -73.9240648163385 40.879007050788424, -73.92417999621755 40.87900522513251, -73.92431268603524 40.87901861503354, -73.92449042845345 40.87904723895714, -73.92451795851093 40.87905865905934, -73.92453549396535 40.87905106885192, -73.9245380322453 40.87902066414738, -73.92458061746717 40.87900358708499, -73.92461565451498 40.879018813325686, -73.9246557202094 40.87901503923796, -73.92468081949065 40.87896184372929, -73.924723421852 40.87892956277279, -73.92477853460609 40.87890489364029, -73.92490327473082 40.87888836785315, -73.92590129047669 40.87928543917706, -73.93380972484763 40.88226429108044, -73.929527688791 40.88966843349604, -73.92746271777341 40.89458275709487, -73.92196328076199 40.907119009286944, -73.919133983843 40.91481577756363, -73.91827364070774 40.91766180885935, -73.91072798646728 40.91577391078951, -73.91033256849046 40.91553277600008, -73.91011276625107 40.91539873414455, -73.90851155017607 40.91500226402635, -73.90245664004941 40.91295893342596, -73.90060386058602 40.91260726539669, -73.89995351384715 40.91238343476548, -73.89810489688742 40.9117906000102, -73.89725326354973 40.911655519938606, -73.89663333863236 40.91141737534885, -73.8924690662955 40.910167664210164, -73.88610703990884 40.908329270751054, -73.8860557544588 40.908314453104325, -73.88599855053889 40.90829712497285, -73.885615230419 40.90818102431481, -73.88480028066999 40.90793073608307, -73.88469597252761 40.907898700295334, -73.88405407276738 40.907702697387926, -73.8830325744206 40.907333631157194, -73.88148094427791 40.90689185670168, -73.8783616012599 40.90600363600616, -73.87816777621482 40.90595550748114, -73.8781119783936 40.90594376008383, -73.8780718941037 40.9059324437039, -73.87803672198648 40.90592860682363, -73.87786550442706 40.905869210358006, -73.87736817117876 40.90571165737304, -73.87646714998199 40.90544411771713, -73.87563292119695 40.9052082128174, -73.87483045288496 40.90494378336821, -73.87416054884363 40.90478128324, -73.87294860419097 40.904441022668976, -73.87095251952437 40.90385025271483, -73.86789798628736 40.90294017690526, -73.86652124512912 40.902515929628684, -73.8656579432583 40.90224320754041, -73.86477258283533 40.90201244187379)))",188051.021649,Bronx,2,1598368113.16
